スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"回避型男って性欲お化けなのあるあるなんだけど、例えば全然連絡とってなかったのに会った途端に

激しく関係を持ってきたりするのね、
それは壊したいくらい独占したいと思ってる時🥹
そのまましっかり受容してあげると相手は離れようとしなくなるよ。









",8,42,"6,846",2025/8/13 21:38:41,https://www.threads.com/@mochi__2819/post/DNS6T5yvYSj
,"“回避男を沼らせたい”って本気でそう思ってる？
回避くんが沼りはじめると、めちゃくちゃ独占欲強くなって束縛してくるし、こちら側の生活全部把握したがるくらいめんどくさいくらい甘えてくる。







",0,22,"2,188",2025/8/13 22:02:23,https://www.threads.com/@mochi__2819/post/DNS9BihPvDb
,"回避男に振り回されて自分って価値ないんだな…とか思ってる？ねぇ、回避男が振り回したくなる女って相当魅力な女だぞ？






",2,27,"1,894",2025/8/14 0:45:02,https://www.threads.com/@mochi__2819/post/DNTPoxaPRn8
,"スレッズ界隈って占い系めちゃ多くない？
占いはほんのりしか信じてないけど、数年前に
台北に行った時に地元の占いみたいなところにふらっと入ったら

最初に結婚する時は必ず慎重になりなさい
2026年に結婚する人が運命の人で同い年しかあり得ない。
って言われて最初の結婚は失敗してバツイチ、今の彼は同い年で来年結婚予定なことに最近気づいた。しかも、その時に一緒に行った友人が、本人も知らない

友人の先祖の旧姓まで当ててたからモノホン。
後から調べたら国も認めてる正式な占い師だったみたいで台北行く人いたら行ってきて😇















",2,16,"2,387",2025/8/14 1:10:11,https://www.threads.com/@mochi__2819/post/DNTSg-pPr4C
,"回避男の“実は追われたいサイン”に気づいてない人が多すぎる。私も知った時言われないと気づけないほどだったんだけど
ここを知るだけでも彼との関係一気に修復されるよ。







",1,26,"2,776",2025/8/14 7:00:48,https://www.threads.com/@mochi__2819/post/DNT6pDEvDCr
,"回避男って感情整理に時間かかる説あるけど
あれ、回避じゃなくて男性心理ね。
シングルタスクだから基本。
そして、彼に避けられてるのは回避じゃなくてただの脈なし。この見分け方はわかってた方が余計な労力使わずに済むよ。







",0,13,"1,180",2025/8/14 14:45:33,https://www.threads.com/@mochi__2819/post/DNUv07FgWHq
,"回避彼との復縁をたった3ヶ月でってあるけど3ヶ月も待てないというか私は耐えれないと思うのは私だけ？
むしろ、回避型って冷却期間置くと返ってそのままフェードアウトする性格だから

早めにアクションすることが、勝ちパターンだよ。
1ヶ月で復縁した方法まとめてる👇
note.com/novel…

























",1,12,"1,507",2025/8/14 16:08:04,https://www.threads.com/@mochi__2819/post/DNU5RV6gMuk
,"回避型と最速最短で復縁したいなら
やったらダメなことをやらないことと
一つだけ彼の中にあるものを残して一瞬去ること。

それやるだけで復縁の可能性は爆増するから。
note.com/novel…

























",1,11,"1,692",2025/8/14 17:27:37,https://www.threads.com/@mochi__2819/post/DNVCX9qgj2f
,"回避男にフラれて復縁活動してた時はとにかく自分磨きしたよ。
勉強は当たり前だし、美容にもめちゃくちゃ課金したね。だから彼と距離が空いてる時こそ

私が魅力的になる時間ってこと。
note.com/novel…


























",1,6,865,2025/8/14 17:44:37,https://www.threads.com/@mochi__2819/post/DNVEUgzgP-k
,"回避男に惹かれてしまう女性って
母性本能が強くて愛情深い、生粋のギバー体質なんだよ。






",3,58,"4,258",2025/8/14 20:06:35,https://www.threads.com/@mochi__2819/post/DNVUkO2vGCP
,"結局さ、回避くんに悩むことから卒業したいなら
圧倒的にハイスペック愛され女になること。
それは、

自立＝経済的に圧倒的に自立する
と、彼からの気まぐれにも振り回されずにド本命からドロドロに愛されるようになる。
note.com/novel…



























",1,6,"1,514",2025/8/14 21:59:21,https://www.threads.com/@mochi__2819/post/DNVheLJvcEU
,"回避されて悩んでるならいっそのこと
去ってみるのも一つの手段だよ。
すぐには追いかけてこないけど
あなたの去る気持ちが固いことが伝わると
案外態度を変えてくるのは相手の方。







",0,11,631,2025/8/15 9:16:09,https://www.threads.com/@mochi__2819/post/DNWu7LGTXa2
,"別れても未練が残ってる男の行動

・完全に連絡を断たない
・荷物を置いたまま取りに来ない
・新しい出会いを探そうとする






",0,9,"2,053",2025/8/16 7:00:34,https://www.threads.com/@mochi__2819/post/DNZENDjAS2v
,"回避型の中でも厄介なのは“自己愛型”
幼少期に愛情を与えてもらえなかった回避とはやや異なって、

過剰な愛情を注がれていて、とにかく傷つくことの耐性がない、愛されてないと価値がないと感じるし、相手のことを考える余裕もない人。
所謂、幼稚です。










",3,49,"6,875",2025/8/16 9:34:21,https://www.threads.com/@mochi__2819/post/DNZVzdOzY76
,"回避型の彼と曖昧な関係の時に、“会える？”の返事は基本既読スルー。
突然、“今からならいいけど”って連絡が来て飛んで行ってたりした。
まさにこれって“都合の良い女”だよね。
でも、この都合の良い女に一度なることが

私が彼にもう一度愛されるための伏線だったんだよね。
note.com/novel…



























",1,6,"1,505",2025/8/16 12:57:41,https://www.threads.com/@mochi__2819/post/DNZtEqkALrw
,"私の彼、回避なんです…って悩む女子へ。
回避だからどうした？だからあなたが我慢して恋愛するの？そんなの楽しくないし女の子はいつだってプリンセスじゃなきゃダメ👸

回避型ってただの男の免罪符だよね。
※回避男に惚れて回避男を調教した方法※
note.com/novel…


























",1,6,947,2025/8/16 16:52:07,https://www.threads.com/@mochi__2819/post/DNaH5pNgygH
,"回避型って本気で別れたいと思ってないのに別れ話とかしてくるよ。
間に受けたら負け。

>本気で別れたいならわざわざ言ったりしない
→本当にそうです、回避型なら言わずにフェードアウトか言ってそのままブロックするのが回避ですね。











",11,7,824,2025/8/16 20:55:55,https://www.threads.com/@mochi__2819/post/DNajzTLPA22
,"回避型＝恋愛の優先度が低く避けがちな人を言う幼少期の〜とか言うけど、男って基本回避モード入るよ。それを“あ、今日雨だ”くらい流せる女が
男はなんだかんだ手放せないし、回避くんがズブズブに沼るのもこの女。






",0,6,"1,769",2025/8/16 22:01:20,https://www.threads.com/@mochi__2819/post/DNarSe3vAsw
,"これ真意だと思うんだけど、不安型女子はもとから不安型なんじゃなくて、回避型と出会ったことで不安型になってる一時的な風邪みたいなものだと思う。






",0,23,"1,381",2025/8/17 11:22:23,https://www.threads.com/@mochi__2819/post/DNcG9epPCBZ
,"回避型の彼と関係構築していくには一度は彼の回避モードは経験しておいたい方が良いよ。
どれだけ相手を思って対応してもだいたい向こうのペースでどうせ回避してくる時が来るし、

何度か経験しておくことで、大きな衝突が防げて返ってこっちはメンタル安定してくるの。
note.com/novel…

























",1,8,"1,203",2025/8/17 13:52:24,https://www.threads.com/@mochi__2819/post/DNcYIS6gbEA
,"回避傾向になる前は大体グイグイ来たり、同棲や結婚の理想とか話してきたりする。
これは、あなたを通してただ自分の価値を確かめようとしてるだけで本気で

考えてるわけじゃ無い。
そしてそういう人ほど喧嘩をきっかけに“この先いるイメージない”とか言ってくる。
最初から考えてないだけ。











",1,101,"11,000",2025/8/17 19:27:36,https://www.threads.com/@mochi__2819/post/DNc-faRv0eK
,"ねぇ、回避男が“あ、俺この人居ないと無理かも”って気づく時っていつだと思う？
あなたが彼に距離を取った時でもなく

他の異性をチラついた時でもない。
最も彼らに効くのは、沈黙の後に“それでもあなたが必要”って言った時だよ。それが回避型。
note.com/novel…

























",1,10,720,2025/8/18 8:25:45,https://www.threads.com/@mochi__2819/post/DNeXiuLzNlu
,"回避男に惚れてあの手この手で復縁活動したけど彼から完全に拒絶された時は、
胸がえぐられる思いだった。
その傷を癒してくれたのは完全に相談に乗ってくれた人が居たから。どんな時も“諦めたら？”って言わずに、彼と復縁することだけを目的に頑張れたのは大きい。
私もそんな存在になりたくて、スレッズ始めたんだよね。
回避男に惚れたなら最後は彼から好きで仕方ないって言わせてやろ。

※もう時期販売終了します一生再販しません※
note.com/novel…



























",1,14,"1,256",2025/8/18 9:12:42,https://www.threads.com/@mochi__2819/post/DNec6kMzobj
,"回避型の彼にフラれたとしても回避との恋愛は別れてからが本番。
なぜなら彼は別れてるのにまだあなたのことを彼女として認識してる。だから別れた後に

あなたが元気に過ごしてる姿見ると、“俺じゃなかったんだな”って謎に別れたこと肯定して前に進み出す。だから回避には自分磨きすると逆効果。
※残り２部です※
note.com/novel…


























",1,10,"3,374",2025/8/18 17:35:01,https://www.threads.com/@mochi__2819/post/DNfWZqEAk2i
,"回避型の彼からなんか急に“出会ってくれてありがとう”とか言われた🥹
急にどうした？って聞いたら

ふと、こんなめんどくさい俺と一緒に居てくれて嬉しいなっておもって。って言われて努力が報われてマジで泣きそうになった🥹
※回避男に惚れた女が30日かけてやったこと※
note.com/novel…



























",1,6,"2,083",2025/8/19 0:18:16,https://www.threads.com/@mochi__2819/post/DNgEjMWvjn0
,"回避型って安心しすぎると退屈になるからその気ないのに他の女とやり取りしたりする。
これ、あなたに飽きたとか気持ちがなくなったとかじゃなくて、あなたからの愛に安心しきってるだけ、まあこれだけ聞くとただのクズ男なんだけど、唯一その辺と男との違いは

一線は越えないところ。
なんだかんだあなたを捨ててまでの度胸は無い。









",1,20,"3,035",2025/8/19 19:34:26,https://www.threads.com/@mochi__2819/post/DNiI3MSvSPl
,"回避型と付き合って1番悩んだことって
LINEの返信がない事だった。
あれ、なんで返信ないの？既読つけるなら返してよ！って思ってたけど、あれ彼なりの返信だったんだな、と今ならわかるし、笑い話でよく話す。







",0,6,"1,321",2025/8/20 16:47:43,https://www.threads.com/@mochi__2819/post/DNkak-4ATYQ
,"全国の回避男と対峙している不安型女子さん朗報です。
回避型の彼が夢中になるのは、“不安を上手に出せる女”つまりは不安型女子です。
「会いたい」って正直に言える人は、

彼にとって特別な存在だから重すぎず、でも可愛く伝えるっていう工夫だけで、心のドアをこじ開ける。
※相談には長文返信になります悪しからず‼︎
note.com/novel…



























",1,6,"1,625",2025/8/20 19:33:02,https://www.threads.com/@mochi__2819/post/DNktf1svuqq
