スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"皆さま…聞こえますか…ちょっとギルティなことしてみませんか？
のり×6Pチーズで晩酌おつまみ
1.耐熱皿にのりを敷き、6Pチーズをのせる
2.レンジ（600W）で10秒チン
3.チーズがとろけたら完成！







",16,222,"40,000",2025/6/5 21:49:26,https://www.threads.com/@tenukide_kondate/post/DKhQsU7ybtm
,"粉チーズが冷蔵庫の肥やしになりがちな人
試してほしい粉チーズレシピ👇

・粉チブロッコリーベーコン
「ブロッコリー…1株(レンチンか下茹で)」「ベーコン…2〜3枚」「オリーブオイル…小さじ1」「粉チーズ…大さじ1」「塩こしょう…少々」
1.フライパンにオリーブオイルを熱し、
 ベーコンをカリッと炒める(これだけでもうまい)
2.下ゆでしたブロッコリーを加えてさっと炒める
3.粉チーズをふりかけて全体を和える
4.塩こしょうで味を調えたら完成

・チーズオムレツ
「卵…2個」「粉チーズ…大さじ1」「牛乳（or 水）…大さじ1」「塩…ひとつまみ」「黒こしょう…適量」
1.全て入れて混ぜる
2.オムレツっぽく焼く(スクランブルエッグ風でも)
 ほんのり洋風。コク増しでお弁当にも✊
 (夫がやたら興奮してた)
 
・やみつき粉チーズキャベツ
レンチンしたキャベツ200gに「オリーブオイル…大さじ1」「粉チーズ…大さじ1」「にんにく　適量」
「塩胡椒 適量」混ぜ入れて完成






",10,138,"24,000",2025/6/5 23:06:24,https://www.threads.com/@tenukide_kondate/post/DKhZgEFyfQB
,"さっき自転車通勤の話したけど、7-8月になったらこれだからね。(気になる人は遡ってみてください😂)























",9,165,"38,000",2025/6/5 23:20:26,https://www.threads.com/@tenukide_kondate/post/DKhbG1XyWnj
,"同じようなメッセージ何件かきたんだけど、(もっときついやつもあるw)フォロワーを買うとは…？
ガソリン代ケチって自転車で爆速してるような女だよ…😭
いや、自分のことながら確かに増え方が異次元すぎてなんでフォローしてくださった方がこんなに多いのか聞きたいぐらい😂
よければコメントでお聞かせいただけるときついメッセージがあったので励みになります🥹♡





でもそのフォロワーさんを買う？って思われるぐらいめっちゃフォローしてくれた人が多いからこういう考えになってくれたのかな？😊いろんな考えがあるなぁと思いました😌 













",104,268,"59,000",2025/6/6 0:40:15,https://www.threads.com/@tenukide_kondate/post/DKhkPZ1yKRe
,"おはようございます☀ 
朝起きて5分で作れるマグケーキレシピ👇

きなこマグケーキ
•はちみつ　小さじ1（7g）〜大さじ1まで
•卵　1個
•きなこ　大さじ1（7g）
•米粉　大さじ2（20g）
•豆乳　大さじ1（15g）→牛乳いけます！
•ベーキングパウダー　小さじ1/2（2g）
作り方
1.卵、はちみつを入れ混ぜる
2.粉類、水分を入れ均等になるまで混ぜる
3.600W 1分半加熱し完成







記載ミスがあったので再投稿です😊
米粉は　大さじ1＝おおよそ10g前後なので
18-20gになります！ 






























",3,130,"23,000",2025/6/6 7:28:20,https://www.threads.com/@tenukide_kondate/post/DKiS8P1zULl
,"おはようございます☀ 
朝起きて5分で作れるマグケーキレシピ👇

ココアマグケーキ
•卵　1個
•ココアパウダー　小さじ2（5〜6g）
•お砂糖　大さじ1
•豆乳　大さじ2（30g）→牛乳いけます
•米粉　大さじ3（30g）
•ベーキングパウダー　小さじ1/2（2g）
作り方
1.卵をとく
2.ベーキングパウダー以外の粉類、豆乳を
　いれ混ぜる
3.最後にベーキングパウダーをいれ混ぜる
4.600W 1分30秒加熱し完成！








",0,175,"30,000",2025/6/6 7:31:18,https://www.threads.com/@tenukide_kondate/post/DKiTSEQzaG0
,"これ、ほんと試してほしい。
「このぽりぽり感と塩気がハマる」と夫が絶賛した
「たくあんタルタルソース」
材料（2〜3人分）
・ゆで卵…2個
・たくあん…30g（細かく刻む）
・マヨネーズ…大さじ2〜3
・こしょうやパセリ…適量
全部混ぜるだけ！

エビフライやチキン南蛮、
焼き鮭にのせたら白米無限にいける。
(夫で実証済み)
というかご飯足りなくてサトウのごはん、
急遽チンした😂
























",12,243,"24,000",2025/6/6 20:04:56,https://www.threads.com/@tenukide_kondate/post/DKjph2vSIoU
,"うちゆで卵茹でるの卒業しました。
朝、支度してる間にセットしてチン。
出来立ては特に美味しい。




4個入りで朝用とお弁当用にしてる
👉 a.r10.to/hNWGN… pr 



【楽天市場】
ゆでたまご 電子レンジ 2個 3個 4個 レンジでらくチンゆでたまご 簡単 エコ 省エネ 料理 調理 面白い 母の日 おすすめ
































",20,72,"29,000",2025/6/6 20:33:16,https://www.threads.com/@tenukide_kondate/post/DKjsxS9yc46
,"昨日の夜投稿した内容についてたくさん嬉しいコメントがきてて朝読んで幸せな気持ちになった👼

…そしてお弁当忘れて出勤した。
靴下を片方ずつ違うワンポイントマークのやつを履いていた(GUで買った靴下w)





















",4,66,"28,000",2025/6/6 20:59:01,https://www.threads.com/@tenukide_kondate/post/DKjvt8gSTcF
,"皆様…ヨーグルトにパインアメを入れてから
混ぜて一晩おくとめちゃくちゃ美味いです。
(パインアメは溶けますが少しシャリシャリが
残っていい感じになります←語彙力の無さ)
公式のやり方だとめっちゃ入れてるけど
私は4個入れて果物添えて食べるのが好き。




















",23,996,"72,000",2025/6/6 21:00:49,https://www.threads.com/@tenukide_kondate/post/DKjv7GetRpL
,"はぁーりくろーおじさんの
チーズケーキ1ホール食べてぇ
(1380kcal)






",18,218,"42,000",2025/6/6 23:11:03,https://www.threads.com/@tenukide_kondate/post/DKj-0-vS0X1
,"昨日のパインアメヨーグルトです😊
一晩でここまで溶けるので軽く混ぜると完成！
オレンジアメなどでやっても美味しい🤤




















",7,214,"36,000",2025/6/7 8:15:45,https://www.threads.com/@tenukide_kondate/post/DKk9KcEhZWT
,"実は産後ダイエットで-11kgした隊長です。
ダイエットスイーツを作るのも好きなのですが
レシピ需要ありますか🫠💓

今日はセブンの豆腐スイーツバーを作った🥳
(味マジほとんど一緒)























",78,"1,952","230,000",2025/6/7 14:28:23,https://www.threads.com/@tenukide_kondate/post/DKlnztXuOfw
,"お待たせしました！
セブンのお豆腐スイーツバーガトーショコラ🍫
【材料】
けんちゃん豆腐　2個(90g×2)
おからパウダー　大さじ1ちょい(8g)
ココアパウダー　大さじ3(18g)
ラカント　or お砂糖　大さじ1(12g)

【作り方】
1.全て入れて混ぜる
2.クッキングシートを入れた耐熱容器にいれ
3.600w2分半加熱(電子レンジにより加熱具合が
　変わるので中心まで加熱できてたら👌)
4.向きを変えて再度40秒加熱
5.粗熱を取ってから冷蔵庫で冷やす
6.ある程度固まってから切って完成

全量200kcal前後なので1/3で本家と同じkcal✨
材料費全部で140円ぐらい！それを1/3なので
かなりコスパ良し👌





💡美味しく作るポイント
・マジでしっかり混ぜてください😂
　(ちゃんと混ぜないとモサモサするところが出る)
・生地感としてはもったり系です！スプーンから
　ボテって落ちる感じ(伝われこの語彙力の無さw)
・おからパウダーは粗い系とサラサラ系があり
　大さじ表記にしてますがg数は異なります。
・加熱後はちょっと緩めですが冷やすと
固まります
・冷凍庫で少し冷やして食べても美味しい😋
　(1時間程度がおすすめ、
牛乳につけるのがうまい)
本家よりちょいビターかも🍫



























",32,"1,492","76,000",2025/6/7 19:36:50,https://www.threads.com/@tenukide_kondate/post/DKmLG6ZSkct
,"こびりつきにくいから洗い物の負担もグッと減るし、油も少なめで調理できるからダイエットしてる私からしたらもうこれしか使えない、、



びっくりするほど洗いやすい。ちなみにずっと前から使っててもう3代目🤣卵焼き器も全部このシリーズ

👉 a.r10.to/h5W6r… pr




【楽天市場】
＜公式限定カラー＞【公式通販】evercook エバークック フライパン IH ネイビー 500日保証 ｜ 軽量化！ オール熱源対応スタンダードシリーズ IH対応 ガス火対応 ドウシシャ pfoaフリー ふっ素 ｜ 玉子焼用13×18cm 20cm 26cm 28cm 28cm深型














",7,42,"41,000",2025/6/7 20:45:18,https://www.threads.com/@tenukide_kondate/post/DKmS8TIyF1u
,"私の黒歴史やばすぎるんだけどまだまだある😇
友達に言ったら盛大に笑ってくれたので、、
(無理な人スルーしてください)

小学校時:「トイレットペーパーをそれぞれ水・みりん・ポカリに混ぜたらどうなるか？」みたいな自由研究する(結果忘れた)

中学校時:教室でツクダンズンブングンゲームをしてたら好きな子が入ってきて瀕死

高校時:授業中、おにぎり食べたら食べるのかの
　　　検証をする(バレなかったwww

大学時：国家試験中にお腹痛くなり、
　　　　30分以上早く1人退出






",2,44,"39,000",2025/6/7 21:11:09,https://www.threads.com/@tenukide_kondate/post/DKmV5qGyVEM
,"非公開アカウントの方なので皆様からは見えない？と思うのですが嬉しすぎるコメントいただきました(許可はいただいております)
というか作るの早すぎです🤣

こうやって皆様からいただけるコメント本当に嬉しいです💓🥹














",2,127,"60,000",2025/6/7 21:41:00,https://www.threads.com/@tenukide_kondate/post/DKmZUUmyDYX
,"マンネリしてきた唐揚げの味付けに「昆布茶 8g」入れてみてください。何も語りません。美味いです




",19,488,"51,000",2025/6/8 9:00:26,https://www.threads.com/@tenukide_kondate/post/DKnnEjDS4-Z
